Contract_Name,Time,Main_Contract_Price,Sub_Contract_Price,Price_Gap
AU2012-AU2106,2020-07-24 13:35:00,419.24,423.28,-4.039999999999964
AU2012-AU2106,2020-07-24 13:36:00,419.24,423.28,-4.039999999999964
AU2012-AU2106,2020-07-24 13:38:00,419.5,423.44,-3.9399999999999977
AU2012-AU2106,2020-07-24 13:39:00,419.6,423.64,-4.039999999999964
AU2012-AU2106,2020-07-24 13:42:00,419.54,423.56,-4.019999999999982
AU2012-AU2106,2020-07-24 13:43:00,419.58,423.44,-3.8600000000000136
AU2012-AU2106,2020-07-24 13:44:00,419.48,423.34,-3.859999999999957
AU2012-AU2106,2020-07-24 13:45:00,419.44,423.46,-4.019999999999982
AU2012-AU2106,2020-07-24 13:47:00,419.44,423.44,-4.0
AU2012-AU2106,2020-07-24 13:48:00,419.12,423.2,-4.079999999999984
AU2012-AU2106,2020-07-24 13:50:00,419.42,423.1,-3.680000000000007
AU2012-AU2106,2020-07-24 13:51:00,419.34,423.32,-3.980000000000018
AU2012-AU2106,2020-07-24 13:52:00,419.6,423.54,-3.9399999999999977
AU2012-AU2106,2020-07-24 13:53:00,419.62,423.38,-3.759999999999991
AU2012-AU2106,2020-07-24 13:54:00,419.56,423.36,-3.8000000000000114
AU2012-AU2106,2020-07-24 13:55:00,419.52,423.42,-3.900000000000034
AU2012-AU2106,2020-07-24 13:56:00,419.52,423.46,-3.9399999999999977
AU2012-AU2106,2020-07-24 13:57:00,419.54,423.44,-3.8999999999999773
AU2012-AU2106,2020-07-24 14:00:00,419.42,423.4,-3.9799999999999613
AU2012-AU2106,2020-07-24 14:01:00,419.66,423.44,-3.7799999999999727
AU2012-AU2106,2020-07-24 14:05:00,419.64,423.42,-3.7800000000000296
AU2012-AU2106,2020-07-24 14:06:00,419.48,423.4,-3.919999999999959
AU2012-AU2106,2020-07-24 14:07:00,419.46,423.38,-3.920000000000016
AU2012-AU2106,2020-07-24 14:08:00,419.48,423.5,-4.019999999999982
AU2012-AU2106,2020-07-24 14:09:00,419.8,423.66,-3.8600000000000136
AU2012-AU2106,2020-07-24 14:10:00,419.76,423.82,-4.060000000000002
AU2012-AU2106,2020-07-24 14:12:00,420.3,424.14,-3.839999999999975
AU2012-AU2106,2020-07-24 14:14:00,420.44,424.48,-4.0400000000000205
AU2012-AU2106,2020-07-24 14:16:00,420.3,424.26,-3.9599999999999795
AU2012-AU2106,2020-07-24 14:17:00,420.24,424.2,-3.9599999999999795
AU2012-AU2106,2020-07-24 14:18:00,420.24,424.36,-4.1200000000000045
AU2012-AU2106,2020-07-24 14:20:00,420.22,424.28,-4.059999999999945
AU2012-AU2106,2020-07-24 14:21:00,419.98,424.2,-4.21999999999997
AU2012-AU2106,2020-07-24 14:22:00,419.9,423.98,-4.080000000000041
AU2012-AU2106,2020-07-24 14:24:00,420.06,424.26,-4.199999999999989
AU2012-AU2106,2020-07-24 14:25:00,419.94,424.2,-4.259999999999991
AU2012-AU2106,2020-07-24 14:27:00,420.24,424.38,-4.139999999999986
AU2012-AU2106,2020-07-24 14:28:00,420.12,424.42,-4.300000000000011
AU2012-AU2106,2020-07-24 14:30:00,420.28,424.52,-4.240000000000009
AU2012-AU2106,2020-07-24 14:31:00,420.26,424.66,-4.400000000000034
AU2012-AU2106,2020-07-24 14:32:00,420.26,424.6,-4.340000000000032
AU2012-AU2106,2020-07-24 14:33:00,420.16,424.42,-4.259999999999991
AU2012-AU2106,2020-07-24 14:34:00,420.16,424.48,-4.319999999999993
AU2012-AU2106,2020-07-24 14:35:00,420.22,424.54,-4.319999999999993
AU2012-AU2106,2020-07-24 14:38:00,420.2,424.56,-4.360000000000014
AU2012-AU2106,2020-07-24 14:39:00,420.14,424.48,-4.340000000000032
AU2012-AU2106,2020-07-24 14:41:00,419.92,424.44,-4.519999999999982
AU2012-AU2106,2020-07-24 14:42:00,419.78,424.24,-4.460000000000036
AU2012-AU2106,2020-07-24 14:43:00,419.86,424.22,-4.360000000000014
AU2012-AU2106,2020-07-24 14:44:00,419.88,424.06,-4.180000000000007
AU2012-AU2106,2020-07-24 14:45:00,419.72,424.04,-4.319999999999993
AU2012-AU2106,2020-07-24 14:46:00,419.8,424.12,-4.319999999999993
AU2012-AU2106,2020-07-24 14:47:00,419.86,424.28,-4.419999999999959
AU2012-AU2106,2020-07-24 14:49:00,419.86,424.06,-4.199999999999989
AU2012-AU2106,2020-07-24 14:50:00,419.76,424.2,-4.439999999999998
AU2012-AU2106,2020-07-24 14:51:00,419.72,424.02,-4.2999999999999545
AU2012-AU2106,2020-07-24 14:52:00,419.64,424.12,-4.480000000000018
AU2012-AU2106,2020-07-24 14:53:00,419.92,423.98,-4.060000000000002
AU2012-AU2106,2020-07-24 14:54:00,420.16,424.32,-4.159999999999968
AU2012-AU2106,2020-07-24 14:55:00,420.18,424.56,-4.3799999999999955
AU2012-AU2106,2020-07-24 14:57:00,420.28,424.72,-4.440000000000055
AU2012-AU2106,2020-07-24 14:58:00,420.4,424.56,-4.160000000000025
AU2012-AU2106,2020-07-24 14:59:00,420.44,424.7,-4.259999999999991
AU2012-AU2106,2020-07-24 21:00:00,422.32,426.28,-3.9599999999999795
AU2012-AU2106,2020-07-24 21:02:00,422.98,427.14,-4.159999999999968
AU2012-AU2106,2020-07-24 21:03:00,423.22,427.22,-4.0
AU2012-AU2106,2020-07-24 21:04:00,423.86,427.88,-4.019999999999982
AU2012-AU2106,2020-07-24 21:05:00,424.5,428.9,-4.399999999999977
AU2012-AU2106,2020-07-24 21:06:00,424.38,428.84,-4.4599999999999795
AU2012-AU2106,2020-07-24 21:08:00,424.1,428.98,-4.8799999999999955
AU2012-AU2106,2020-07-24 21:09:00,423.98,428.06,-4.079999999999984
AU2012-AU2106,2020-07-24 21:10:00,423.6,427.9,-4.2999999999999545
AU2012-AU2106,2020-07-24 21:11:00,423.62,427.84,-4.21999999999997
AU2012-AU2106,2020-07-24 21:13:00,424.3,428.32,-4.019999999999982
AU2012-AU2106,2020-07-24 21:15:00,424.22,428.38,-4.159999999999968
AU2012-AU2106,2020-07-24 21:16:00,424.2,428.56,-4.360000000000014
AU2012-AU2106,2020-07-24 21:18:00,424.0,428.34,-4.339999999999975
AU2012-AU2106,2020-07-24 21:20:00,423.98,428.34,-4.359999999999957
AU2012-AU2106,2020-07-24 21:21:00,423.96,428.34,-4.3799999999999955
AU2012-AU2106,2020-07-24 21:23:00,424.34,428.5,-4.160000000000025
AU2012-AU2106,2020-07-24 21:25:00,424.46,428.56,-4.100000000000023
AU2012-AU2106,2020-07-24 21:26:00,424.68,428.98,-4.300000000000011
AU2012-AU2106,2020-07-24 21:27:00,424.44,428.66,-4.220000000000027
AU2012-AU2106,2020-07-24 21:28:00,424.58,428.72,-4.140000000000043
AU2012-AU2106,2020-07-24 21:29:00,424.76,429.14,-4.3799999999999955
AU2012-AU2106,2020-07-24 21:30:00,424.4,428.74,-4.340000000000032
AU2012-AU2106,2020-07-24 21:31:00,424.34,428.76,-4.420000000000016
AU2012-AU2106,2020-07-24 21:32:00,424.46,428.76,-4.300000000000011
AU2012-AU2106,2020-07-24 21:36:00,424.62,428.88,-4.259999999999991
AU2012-AU2106,2020-07-24 21:40:00,423.64,428.0,-4.360000000000014
AU2012-AU2106,2020-07-24 21:41:00,423.9,428.28,-4.3799999999999955
AU2012-AU2106,2020-07-24 21:43:00,423.0,427.4,-4.399999999999977
AU2012-AU2106,2020-07-24 21:46:00,423.22,427.24,-4.019999999999982
AU2012-AU2106,2020-07-24 21:47:00,423.2,427.66,-4.460000000000036
AU2012-AU2106,2020-07-24 21:51:00,423.66,427.78,-4.119999999999948
AU2012-AU2106,2020-07-24 21:52:00,423.7,427.94,-4.240000000000009
AU2012-AU2106,2020-07-24 21:53:00,423.62,427.96,-4.339999999999975
AU2012-AU2106,2020-07-24 21:55:00,423.72,427.92,-4.199999999999989
AU2012-AU2106,2020-07-24 21:56:00,423.56,427.88,-4.319999999999993
AU2012-AU2106,2020-07-24 21:57:00,423.4,427.76,-4.360000000000014
AU2012-AU2106,2020-07-24 22:01:00,423.44,428.0,-4.560000000000002
AU2012-AU2106,2020-07-24 22:03:00,423.56,427.82,-4.259999999999991
AU2012-AU2106,2020-07-24 22:06:00,423.92,428.14,-4.21999999999997
AU2012-AU2106,2020-07-24 22:07:00,423.94,428.14,-4.199999999999989
AU2012-AU2106,2020-07-24 22:08:00,423.92,428.26,-4.339999999999975
AU2012-AU2106,2020-07-24 22:10:00,423.62,427.96,-4.339999999999975
AU2012-AU2106,2020-07-24 22:11:00,423.34,427.88,-4.5400000000000205
AU2012-AU2106,2020-07-24 22:12:00,423.48,427.8,-4.319999999999993
AU2012-AU2106,2020-07-24 22:15:00,423.72,427.86,-4.139999999999986
AU2012-AU2106,2020-07-24 22:18:00,423.74,428.0,-4.259999999999991
AU2012-AU2106,2020-07-24 22:19:00,423.64,428.04,-4.400000000000034
AU2012-AU2106,2020-07-24 22:24:00,423.54,427.88,-4.339999999999975
AU2012-AU2106,2020-07-24 22:31:00,423.66,427.9,-4.239999999999952
AU2012-AU2106,2020-07-24 22:32:00,423.38,427.88,-4.5
AU2012-AU2106,2020-07-24 22:37:00,423.56,427.86,-4.300000000000011
AU2012-AU2106,2020-07-24 22:46:00,423.98,428.08,-4.099999999999966
AU2012-AU2106,2020-07-24 22:47:00,424.0,428.26,-4.259999999999991
AU2012-AU2106,2020-07-24 22:48:00,424.0,428.34,-4.339999999999975
AU2012-AU2106,2020-07-24 22:54:00,424.16,428.28,-4.119999999999948
AU2012-AU2106,2020-07-24 23:00:00,424.2,428.44,-4.240000000000009
AU2012-AU2106,2020-07-24 23:01:00,423.92,428.22,-4.300000000000011
AU2012-AU2106,2020-07-24 23:02:00,424.08,428.04,-3.9600000000000364
AU2012-AU2106,2020-07-24 23:03:00,424.06,428.38,-4.319999999999993
AU2012-AU2106,2020-07-24 23:06:00,423.56,428.0,-4.439999999999998
AU2012-AU2106,2020-07-24 23:07:00,423.6,427.78,-4.17999999999995
AU2012-AU2106,2020-07-24 23:08:00,423.7,427.84,-4.139999999999986
AU2012-AU2106,2020-07-24 23:15:00,424.08,428.22,-4.140000000000043
AU2012-AU2106,2020-07-24 23:16:00,424.02,428.18,-4.160000000000025
AU2012-AU2106,2020-07-24 23:22:00,423.42,427.72,-4.300000000000011
AU2012-AU2106,2020-07-24 23:23:00,423.34,427.56,-4.220000000000027
AU2012-AU2106,2020-07-24 23:24:00,423.38,427.54,-4.160000000000025
AU2012-AU2106,2020-07-24 23:25:00,423.54,427.8,-4.259999999999991
AU2012-AU2106,2020-07-24 23:27:00,423.52,427.7,-4.180000000000007
AU2012-AU2106,2020-07-24 23:28:00,423.12,427.48,-4.360000000000014
AU2012-AU2106,2020-07-24 23:32:00,423.24,427.38,-4.139999999999986
AU2012-AU2106,2020-07-24 23:33:00,422.8,427.24,-4.439999999999998
AU2012-AU2106,2020-07-24 23:34:00,423.0,427.0,-4.0
AU2012-AU2106,2020-07-24 23:36:00,422.62,426.94,-4.319999999999993
AU2012-AU2106,2020-07-24 23:37:00,422.66,426.88,-4.21999999999997
AU2012-AU2106,2020-07-24 23:38:00,422.68,426.94,-4.259999999999991
AU2012-AU2106,2020-07-24 23:42:00,423.12,427.28,-4.159999999999968
AU2012-AU2106,2020-07-24 23:51:00,423.2,427.48,-4.28000000000003
AU2012-AU2106,2020-07-24 23:54:00,423.28,427.78,-4.5
AU2012-AU2106,2020-07-24 23:56:00,423.22,427.62,-4.399999999999977
AU2012-AU2106,2020-07-24 23:57:00,423.2,427.72,-4.520000000000039
AU2012-AU2106,2020-07-24 23:59:00,423.36,427.62,-4.259999999999991
AU2012-AU2106,2020-07-25 00:04:00,423.32,427.68,-4.360000000000014
AU2012-AU2106,2020-07-25 00:05:00,423.32,427.74,-4.420000000000016
AU2012-AU2106,2020-07-25 00:06:00,423.24,427.66,-4.420000000000016
AU2012-AU2106,2020-07-25 00:09:00,423.14,427.68,-4.5400000000000205
AU2012-AU2106,2020-07-25 00:10:00,423.18,427.38,-4.199999999999989
AU2012-AU2106,2020-07-25 00:20:00,423.32,427.66,-4.340000000000032
AU2012-AU2106,2020-07-25 00:26:00,423.3,427.66,-4.360000000000014
AU2012-AU2106,2020-07-25 00:27:00,423.3,427.8,-4.5
AU2012-AU2106,2020-07-25 00:35:00,422.96,427.48,-4.520000000000039
AU2012-AU2106,2020-07-25 01:20:00,423.38,427.76,-4.3799999999999955
AU2012-AU2106,2020-07-25 02:27:00,423.2,427.44,-4.240000000000009
AU2012-AU2106,2020-07-25 02:29:00,423.3,427.72,-4.420000000000016
AU2012-AU2106,2020-07-27 09:00:00,426.72,430.76,-4.039999999999964
AU2012-AU2106,2020-07-27 09:01:00,426.76,431.12,-4.360000000000014
AU2012-AU2106,2020-07-27 09:02:00,426.64,431.0,-4.360000000000014
AU2012-AU2106,2020-07-27 09:03:00,427.1,431.64,-4.539999999999964
AU2012-AU2106,2020-07-27 09:04:00,426.8,431.22,-4.420000000000016
AU2012-AU2106,2020-07-27 09:05:00,426.94,431.44,-4.5
AU2012-AU2106,2020-07-27 09:06:00,426.92,431.3,-4.3799999999999955
AU2012-AU2106,2020-07-27 09:07:00,426.62,431.0,-4.3799999999999955
AU2012-AU2106,2020-07-27 09:08:00,426.66,430.94,-4.279999999999973
AU2012-AU2106,2020-07-27 09:09:00,426.92,431.48,-4.560000000000002
AU2012-AU2106,2020-07-27 09:10:00,426.66,430.98,-4.319999999999993
AU2012-AU2106,2020-07-27 09:11:00,426.58,430.98,-4.400000000000034
AU2012-AU2106,2020-07-27 09:12:00,426.56,431.0,-4.439999999999998
AU2012-AU2106,2020-07-27 09:14:00,426.26,430.88,-4.6200000000000045
AU2012-AU2106,2020-07-27 09:15:00,425.9,430.66,-4.760000000000048
AU2012-AU2106,2020-07-27 09:16:00,425.28,430.16,-4.880000000000052
AU2012-AU2106,2020-07-27 09:17:00,425.76,430.42,-4.660000000000025
AU2012-AU2106,2020-07-27 09:18:00,426.02,430.68,-4.660000000000025
AU2012-AU2106,2020-07-27 09:20:00,426.22,430.86,-4.639999999999986
AU2012-AU2106,2020-07-27 09:21:00,426.26,430.94,-4.680000000000007
AU2012-AU2106,2020-07-27 09:22:00,426.32,430.9,-4.579999999999984
AU2012-AU2106,2020-07-27 09:23:00,426.4,430.88,-4.480000000000018
AU2012-AU2106,2020-07-27 09:24:00,426.38,430.86,-4.480000000000018
AU2012-AU2106,2020-07-27 09:25:00,426.34,430.92,-4.580000000000041
AU2012-AU2106,2020-07-27 09:26:00,426.38,431.02,-4.639999999999986
AU2012-AU2106,2020-07-27 09:27:00,426.26,430.88,-4.6200000000000045
AU2012-AU2106,2020-07-27 09:28:00,426.26,430.86,-4.600000000000023
AU2012-AU2106,2020-07-27 09:29:00,426.24,430.76,-4.519999999999982
AU2012-AU2106,2020-07-27 09:30:00,426.06,430.74,-4.680000000000007
AU2012-AU2106,2020-07-27 09:31:00,425.92,430.54,-4.6200000000000045
AU2012-AU2106,2020-07-27 09:34:00,426.34,430.64,-4.300000000000011
AU2012-AU2106,2020-07-27 09:36:00,426.56,430.8,-4.240000000000009
AU2012-AU2106,2020-07-27 09:37:00,426.44,431.18,-4.740000000000009
AU2012-AU2106,2020-07-27 09:38:00,426.52,431.18,-4.660000000000025
AU2012-AU2106,2020-07-27 09:39:00,426.58,431.18,-4.600000000000023
AU2012-AU2106,2020-07-27 09:40:00,426.54,430.92,-4.3799999999999955
AU2012-AU2106,2020-07-27 09:41:00,426.56,431.1,-4.5400000000000205
AU2012-AU2106,2020-07-27 09:42:00,426.52,431.24,-4.720000000000027
AU2012-AU2106,2020-07-27 09:43:00,426.64,431.16,-4.520000000000039
AU2012-AU2106,2020-07-27 09:44:00,426.8,431.08,-4.279999999999973
AU2012-AU2106,2020-07-27 09:45:00,426.94,431.48,-4.5400000000000205
AU2012-AU2106,2020-07-27 09:46:00,426.96,431.34,-4.3799999999999955
AU2012-AU2106,2020-07-27 09:49:00,426.82,431.18,-4.360000000000014
AU2012-AU2106,2020-07-27 09:51:00,427.0,431.52,-4.519999999999982
AU2012-AU2106,2020-07-27 09:52:00,427.08,431.54,-4.460000000000036
AU2012-AU2106,2020-07-27 09:56:00,426.92,431.54,-4.6200000000000045
AU2012-AU2106,2020-07-27 09:57:00,427.02,431.56,-4.5400000000000205
AU2012-AU2106,2020-07-27 09:59:00,426.86,431.58,-4.71999999999997
AU2012-AU2106,2020-07-27 10:00:00,426.7,431.26,-4.560000000000002
AU2012-AU2106,2020-07-27 10:06:00,426.82,431.22,-4.400000000000034
AU2012-AU2106,2020-07-27 10:08:00,427.06,431.6,-4.5400000000000205
AU2012-AU2106,2020-07-27 10:10:00,427.16,431.58,-4.419999999999959
AU2012-AU2106,2020-07-27 10:11:00,427.26,431.58,-4.319999999999993
AU2012-AU2106,2020-07-27 10:12:00,427.42,431.9,-4.479999999999961
AU2012-AU2106,2020-07-27 10:13:00,427.48,431.68,-4.199999999999989
AU2012-AU2106,2020-07-27 10:30:00,427.9,432.32,-4.420000000000016
AU2012-AU2106,2020-07-27 10:31:00,427.98,432.34,-4.359999999999957
AU2012-AU2106,2020-07-27 10:32:00,428.2,432.34,-4.139999999999986
AU2012-AU2106,2020-07-27 10:33:00,428.38,432.62,-4.240000000000009
AU2012-AU2106,2020-07-27 10:34:00,428.66,432.9,-4.239999999999952
AU2012-AU2106,2020-07-27 10:35:00,428.98,432.92,-3.9399999999999977
AU2012-AU2106,2020-07-27 10:36:00,428.76,433.0,-4.240000000000009
AU2012-AU2106,2020-07-27 10:38:00,428.78,432.82,-4.0400000000000205
AU2012-AU2106,2020-07-27 10:39:00,429.5,433.68,-4.180000000000007
AU2012-AU2106,2020-07-27 10:40:00,429.7,434.0,-4.300000000000011
AU2012-AU2106,2020-07-27 10:42:00,429.38,434.0,-4.6200000000000045
AU2012-AU2106,2020-07-27 10:44:00,429.42,433.88,-4.4599999999999795
AU2012-AU2106,2020-07-27 10:45:00,429.42,434.34,-4.919999999999959
AU2012-AU2106,2020-07-27 10:46:00,429.52,433.84,-4.319999999999993
AU2012-AU2106,2020-07-27 10:47:00,429.82,433.84,-4.019999999999982
AU2012-AU2106,2020-07-27 10:49:00,429.82,434.08,-4.259999999999991
AU2012-AU2106,2020-07-27 10:50:00,430.48,434.94,-4.4599999999999795
AU2012-AU2106,2020-07-27 10:51:00,430.78,435.0,-4.220000000000027
AU2012-AU2106,2020-07-27 10:52:00,430.38,434.6,-4.220000000000027
AU2012-AU2106,2020-07-27 10:53:00,430.0,434.6,-4.600000000000023
AU2012-AU2106,2020-07-27 10:54:00,429.86,434.16,-4.300000000000011
AU2012-AU2106,2020-07-27 10:56:00,430.16,434.34,-4.17999999999995
AU2012-AU2106,2020-07-27 10:57:00,430.08,434.68,-4.600000000000023
AU2012-AU2106,2020-07-27 10:58:00,430.04,434.4,-4.359999999999957
AU2012-AU2106,2020-07-27 10:59:00,430.0,434.56,-4.560000000000002
AU2012-AU2106,2020-07-27 11:01:00,430.02,434.48,-4.460000000000036
AU2012-AU2106,2020-07-27 11:05:00,429.88,434.12,-4.240000000000009
AU2012-AU2106,2020-07-27 11:06:00,429.94,434.02,-4.079999999999984
AU2012-AU2106,2020-07-27 11:07:00,430.42,434.96,-4.539999999999964
AU2012-AU2106,2020-07-27 11:08:00,431.28,435.74,-4.460000000000036
AU2012-AU2106,2020-07-27 11:09:00,430.8,435.48,-4.680000000000007
AU2012-AU2106,2020-07-27 11:10:00,431.56,435.44,-3.8799999999999955
AU2012-AU2106,2020-07-27 11:11:00,431.34,435.34,-4.0
AU2012-AU2106,2020-07-27 11:12:00,432.28,436.5,-4.220000000000027
AU2012-AU2106,2020-07-27 11:13:00,433.1,437.48,-4.3799999999999955
AU2012-AU2106,2020-07-27 11:14:00,433.58,437.84,-4.259999999999991
AU2012-AU2106,2020-07-27 11:15:00,434.14,438.54,-4.400000000000034
AU2012-AU2106,2020-07-27 11:16:00,433.84,437.28,-3.4399999999999977
AU2012-AU2106,2020-07-27 11:17:00,432.02,436.5,-4.480000000000018
AU2012-AU2106,2020-07-27 11:18:00,431.36,435.88,-4.519999999999982
AU2012-AU2106,2020-07-27 11:20:00,430.32,434.5,-4.180000000000007
AU2012-AU2106,2020-07-27 11:21:00,429.78,433.78,-4.0
AU2012-AU2106,2020-07-27 11:22:00,430.38,434.9,-4.519999999999982
AU2012-AU2106,2020-07-27 11:23:00,430.24,434.56,-4.319999999999993
AU2012-AU2106,2020-07-27 11:24:00,430.6,435.0,-4.399999999999977
AU2012-AU2106,2020-07-27 11:27:00,431.1,436.04,-4.939999999999998
AU2012-AU2106,2020-07-27 11:28:00,430.52,435.1,-4.580000000000041
AU2012-AU2106,2020-07-27 11:29:00,430.86,434.98,-4.1200000000000045
AU2012-AU2106,2020-07-27 13:31:00,431.38,435.78,-4.399999999999977
AU2012-AU2106,2020-07-27 13:32:00,431.44,435.9,-4.4599999999999795
AU2012-AU2106,2020-07-27 13:34:00,430.94,435.4,-4.4599999999999795
AU2012-AU2106,2020-07-27 13:35:00,430.96,435.64,-4.680000000000007
AU2012-AU2106,2020-07-27 13:36:00,430.64,435.5,-4.860000000000014
AU2012-AU2106,2020-07-27 13:38:00,430.7,434.56,-3.8600000000000136
AU2012-AU2106,2020-07-27 13:40:00,430.5,434.88,-4.3799999999999955
AU2012-AU2106,2020-07-27 13:41:00,430.66,435.0,-4.339999999999975
AU2012-AU2106,2020-07-27 13:42:00,430.78,435.2,-4.420000000000016
AU2012-AU2106,2020-07-27 13:43:00,430.8,435.28,-4.479999999999961
AU2012-AU2106,2020-07-27 13:44:00,431.06,435.38,-4.319999999999993
AU2012-AU2106,2020-07-27 13:45:00,431.56,435.8,-4.240000000000009
AU2012-AU2106,2020-07-27 13:46:00,431.56,436.0,-4.439999999999998
AU2012-AU2106,2020-07-27 13:48:00,431.26,435.94,-4.680000000000007
AU2012-AU2106,2020-07-27 13:50:00,431.4,435.78,-4.3799999999999955
AU2012-AU2106,2020-07-27 13:52:00,431.22,435.6,-4.3799999999999955
AU2012-AU2106,2020-07-27 13:54:00,431.6,435.8,-4.199999999999989
AU2012-AU2106,2020-07-27 13:55:00,431.6,436.34,-4.739999999999952
AU2012-AU2106,2020-07-27 13:56:00,431.6,436.18,-4.579999999999984
AU2012-AU2106,2020-07-27 13:57:00,431.38,435.9,-4.519999999999982
AU2012-AU2106,2020-07-27 14:07:00,432.08,436.46,-4.3799999999999955
AU2012-AU2106,2020-07-27 14:10:00,431.52,435.94,-4.420000000000016
AU2012-AU2106,2020-07-27 14:11:00,431.52,435.74,-4.220000000000027
AU2012-AU2106,2020-07-27 14:12:00,431.26,435.7,-4.439999999999998
AU2012-AU2106,2020-07-27 14:17:00,431.18,435.58,-4.399999999999977
AU2012-AU2106,2020-07-27 14:18:00,430.72,435.12,-4.399999999999977
AU2012-AU2106,2020-07-27 14:23:00,430.98,435.58,-4.599999999999966
AU2012-AU2106,2020-07-27 14:26:00,430.54,435.0,-4.4599999999999795
AU2012-AU2106,2020-07-27 14:30:00,430.78,435.08,-4.300000000000011
AU2012-AU2106,2020-07-27 14:35:00,430.88,435.0,-4.1200000000000045
AU2012-AU2106,2020-07-27 14:36:00,430.84,435.0,-4.160000000000025
AU2012-AU2106,2020-07-27 14:41:00,430.76,435.04,-4.28000000000003
AU2012-AU2106,2020-07-27 14:47:00,430.84,435.04,-4.2000000000000455
AU2012-AU2106,2020-07-27 14:51:00,430.94,435.46,-4.519999999999982
AU2012-AU2106,2020-07-27 14:54:00,430.9,435.48,-4.580000000000041
AU2012-AU2106,2020-07-27 14:55:00,430.8,435.38,-4.579999999999984
AU2012-AU2106,2020-07-27 14:56:00,430.64,435.22,-4.580000000000041
AU2012-AU2106,2020-07-27 14:57:00,430.56,435.24,-4.680000000000007
AU2012-AU2106,2020-07-27 14:58:00,430.24,434.5,-4.259999999999991
AU2012-AU2106,2020-07-27 14:59:00,430.1,434.6,-4.5
AU2012-AU2106,2020-07-27 21:00:00,430.08,434.32,-4.240000000000009
AU2012-AU2106,2020-07-27 21:01:00,430.64,435.1,-4.460000000000036
AU2012-AU2106,2020-07-27 21:02:00,430.78,435.3,-4.520000000000039
AU2012-AU2106,2020-07-27 21:03:00,430.68,435.12,-4.439999999999998
AU2012-AU2106,2020-07-27 21:04:00,431.08,435.48,-4.400000000000034
AU2012-AU2106,2020-07-27 21:05:00,430.72,435.4,-4.67999999999995
AU2012-AU2106,2020-07-27 21:06:00,430.54,435.0,-4.4599999999999795
AU2012-AU2106,2020-07-27 21:07:00,430.64,435.12,-4.480000000000018
AU2012-AU2106,2020-07-27 21:08:00,430.56,435.12,-4.560000000000002
AU2012-AU2106,2020-07-27 21:09:00,430.98,435.42,-4.439999999999998
AU2012-AU2106,2020-07-27 21:10:00,431.12,435.76,-4.639999999999986
AU2012-AU2106,2020-07-27 21:11:00,431.26,436.06,-4.800000000000011
AU2012-AU2106,2020-07-27 21:12:00,431.5,436.08,-4.579999999999984
AU2012-AU2106,2020-07-27 21:13:00,431.44,435.84,-4.399999999999977
AU2012-AU2106,2020-07-27 21:14:00,431.4,435.96,-4.560000000000002
AU2012-AU2106,2020-07-27 21:15:00,431.2,435.82,-4.6200000000000045
AU2012-AU2106,2020-07-27 21:17:00,431.12,435.8,-4.680000000000007
AU2012-AU2106,2020-07-27 21:19:00,431.1,435.84,-4.739999999999952
AU2012-AU2106,2020-07-27 21:21:00,430.86,435.4,-4.539999999999964
AU2012-AU2106,2020-07-27 21:23:00,430.74,435.42,-4.680000000000007
AU2012-AU2106,2020-07-27 21:26:00,430.94,435.56,-4.6200000000000045
AU2012-AU2106,2020-07-27 21:27:00,430.78,435.36,-4.580000000000041
AU2012-AU2106,2020-07-27 21:28:00,430.68,435.18,-4.5
AU2012-AU2106,2020-07-27 21:31:00,430.44,435.18,-4.740000000000009
AU2012-AU2106,2020-07-27 21:32:00,430.48,435.44,-4.9599999999999795
AU2012-AU2106,2020-07-27 21:33:00,430.82,435.3,-4.480000000000018
AU2012-AU2106,2020-07-27 21:35:00,431.0,435.72,-4.720000000000027
AU2012-AU2106,2020-07-27 21:36:00,431.3,435.94,-4.639999999999986
AU2012-AU2106,2020-07-27 21:37:00,431.14,436.02,-4.8799999999999955
AU2012-AU2106,2020-07-27 21:38:00,431.22,436.04,-4.819999999999993
AU2012-AU2106,2020-07-27 21:39:00,431.62,436.06,-4.439999999999998
AU2012-AU2106,2020-07-27 21:40:00,431.46,436.08,-4.6200000000000045
AU2012-AU2106,2020-07-27 21:41:00,431.42,436.1,-4.680000000000007
AU2012-AU2106,2020-07-27 21:42:00,431.86,436.46,-4.599999999999966
AU2012-AU2106,2020-07-27 21:43:00,431.8,436.52,-4.71999999999997
AU2012-AU2106,2020-07-27 21:44:00,431.76,436.5,-4.740000000000009
AU2012-AU2106,2020-07-27 21:45:00,431.92,436.56,-4.639999999999986
AU2012-AU2106,2020-07-27 21:46:00,432.1,436.82,-4.71999999999997
AU2012-AU2106,2020-07-27 21:47:00,432.24,437.02,-4.779999999999973
AU2012-AU2106,2020-07-27 21:48:00,432.4,437.1,-4.7000000000000455
AU2012-AU2106,2020-07-27 21:49:00,432.14,436.98,-4.840000000000032
AU2012-AU2106,2020-07-27 21:50:00,432.14,436.82,-4.680000000000007
AU2012-AU2106,2020-07-27 21:52:00,432.1,437.08,-4.979999999999961
AU2012-AU2106,2020-07-27 21:56:00,431.84,436.4,-4.560000000000002
AU2012-AU2106,2020-07-27 22:00:00,431.36,436.0,-4.639999999999986
AU2012-AU2106,2020-07-27 22:01:00,431.4,435.98,-4.580000000000041
AU2012-AU2106,2020-07-27 22:04:00,431.78,436.46,-4.680000000000007
